Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Posted Date,Location Type,City,State,Extracted Skills
Data Scientist,150000,discord is looking for experienced and passionate data scientist to join our mighty data science team as a member of the data science team you will help discord achieve its mission of being the best place to hang out by collaborating directly with the teams who design build and support discord were specifically hiring for the communities data science team and this individual will focus primarily on the moderator tools space moderator tools are a vital part of discord with the diverse needs of moderators across so many different types of servers youd partner closely with product ux engineering and other crossfunctional teams to evolve how these tools benefit a very important contributor to the discord ecosystem if youre passionate about data impact and working on an amazing team read on and check out our blog about how our team informs strategy amp innovation at discord here what youll be doing partner with teams through the full lifecycle of data analytics from ideation and exploratory analysis to building dashboards and reports define kpis and diagnostic metrics that help improve the user experience encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes proactively socialize insights dashboards and reports with technical and nontechnical audiences soliciting feedback on where to improve be a champion of ab testing and help groups throughout the company design analyze and interpret ab tests correctly collaborate with data and engineering teams to design scalable and futureproof instrumentation you will thrive in this role if 4 years of experience autonomously translating ambiguous business problems into deep informative insights through handson analytics 4 years of experience building performant dashboards using tableau looker or similar software with proficiency in designing clean crisp visualizations 3 years experience writing excellent sql excellent communication skills with the ability to translate complicated findings or technical approaches in easytounderstand ways 2 years of experience in the design analysis and interpretation of ab tests in a large data environment a desire to work with amazing passionate people who care deeply about solve challenging problems to improve discord last but not least a collaborative attitude and a healthy dose of natural curiosity bonus points passion for discord or online communities experience with writing production etl experience with technical leadership being the point person for one or more stakeholder groups experience with analytics for social media or international subscriptionbased online services including familiarity with concepts such as social graphs ltvuserlifecycle analysis funnel analysis etc experience writing performant code in bigquery sql the us base salary range for this fulltime position is 178000 to 192000 equity benefits our salary ranges are determined by role and level within the range individual pay is determined by additional factors including jobrelated skills experience and relevant education or training please note that the compensation details listed in us role postings reflect the base salary only and do not include equity or benefits benefits and perks comprehensive medical insurance including health dental and vision plus up to 20000 for gender affirmation procedures mental health resources and quarterly wellness stipends 14 paid holidays 4 weeks of pto usewhatyouneed sick days paid parental leave plus fertility adoption and other family planning benefits flexible longterm work options remote and hybrid volunteer time off a diverse slate of employee resource groups plus commuter contributions and other perks for officebased employees about us discord is a voice video and text app that helps friends and communities come together to hang out and explore their interests from artists and activists to study groups sneakerheads plant parents and more with 150 million monthly users across 19 million active communities called servers discord has grown to become one of the most popular communications services in the world discord was built without selling ads or user data and instead offers a premium subscription called nitro that gives users special perks like higher quality streams and fun customizations were working toward an inclusive world where no one feels like an outsider where genuine human connection is a click text chat or voice call away a place where everyone can find belonging challenging heck yes rewarding double heck yes its a mission that gives us the chance to positively impact millions of people all over the world so if this strikes a chord with you come build belonging with us,3.1,Discord,"San Francisco, CA",750,2015,Private,Internet & Web Services,Information Technology,62,01-02-2024,City,San Francisco,California,"Data Visualization, Git, Natural Language Processing"
Data Scientist,118000,overview iron eaglex is a veteran owned defense contracting company based in tampa fl it is our mission to provide solutions to the most challenging technical problems facing the department of defense while simultaneously making a positive impact on our employees and community responsibilities job description a data scientist will have skills sets of both data analysts and data engineers data scientists are responsible for designing implementing and maintaining a data pipeline in addition data scientists shall interpret and analyze complex sets of data as well as plan execute and manage ml projects with cloudnative platforms and advanced ml solutions they understand some of the most challenging processes technologies and can leverage a vast array of methodologies in the field such as data mining natural language programming and machine learning data scientists must have a combination of skills that includes programming mathematical modeling statistics and domain knowledge they must combine an advanced math and statistics background with programming domain knowledge and communication skills to analyze data create applied mathematical models and present results in a form useful to the organization they must also be able to understand and manipulate structured and unstructured large data sets which requires proficiency in distributed sql programming relational and nonrelational data queries general programming languages such as python and r and machine learning techniques qualifications,4.9,Iron Eaglex,"Hurlburt Field, FL",25,1992,Private,Enterprise Software & Network Solutions,Information Technology,3000,21-12-2023,City,Hurlburt Field,Florida,"Docker, Natural Language Processing, Snowflake, Data Warehousing"
Data Scientist,82000,summary of position the ecological modelerbiodiversity data scientist is the technical lead on natureserves species habitat modeling program which aims to build and maintain a library of expertreviewed highresolution species habitatdistribution models of the habitat and distribution of rare and endangered species in north america as such the ecological modelerbiodiversity data scientist is primarily responsible for building cuttingedge species habitatdistribution models maintaining and developing natureserves collaborative species habitat modeling workflows and analyzing and visualizing models to showcase their potential applications for management and regulatory purposes more broadly the ecological modelerbiodiversity data scientist will contribute to the analysis and visualization of natureserves species and ecosystem data organization wide with the aim to guide critical decisions on the management and conservation of the most rare and imperiled species in north america the position will also be responsible for coordinating activities related to ecological modeling and data science around the natureserve network including facilitating technical working groups related to natureserves modeling program leading the development and communication of modeling best practices and presenting methods and outcomes to scientific and nonscientific audiences we seek a candidate with demonstrated expertise using the r statistical and programming environment to fit species habitatdistribution models and integrate analyze and visualize large datasets on the distribution and conservation status of species and ecosystems from a variety of sources,3.7,Natureserve,"Arlington, VA",125,1992,Nonprofit Organization,Civic & Social Services,Nonprofit & Ngo,15,13-09-2023,City,Arlington,Virginia,"Deep Learning, JavaScript, Spark, Power BI"
Data Scientist,148000,become a part of the nike inc team r r nike inc does more than outfit the worlds best athletes it is a place to explore potential obliterate boundaries and push out the edges of what can be the company looks for people who can grow think dream and create its culture thrives by embracing diversity and rewarding imagination the brand seeks achievers leaders and visionaries at nike inc its about each person bringing skills and passion to a challenging and constantly evolving game senior data scientist nike inc beaverton or deliver scalable models to power digital demand sensing and enable critical investment decisions use predictive analytics to forecast consumer demand enhance decision making and drive to action against our strategic priorities simplify and distill business complexity into testable hypotheses and scalable solutions identify the technique optimal for the task at hand based on the business requirements data techniques assumptions interpretability and robustness develop new sophisticated algorithms and improve existing approaches based on statisticaleconometric methods machine learning techniques big data solutions and forecast consumer demand determine optimal level of investment in various stages of the supply chain assess business requirements and constraints to make tradeoff recommendations between speed and accuracy of alternative solution approaches identify and apply appropriate methods to acquire explore cleanse and fuse data from different sources key contributor to building scoring deploying monitoring updating and promoting nikes central forecasting platform facilitate the planning scheduling and value measurement of the work to meet timeline targets and success criteria support the adoption of analytic products through effective storytelling and collaboration with key partners work with the director of data science while partnering on daily basis with the fellow data scientists data analysts engineers and product owner collaborate across the broader organization with business teams in demand and supply management and other data analytics and technology functions applicant must have a masters degree in data science computer science business analytics or business administration and 2 years of experience in the job offered or in a technologyrelated position experience must include lidni nike inc is a growth company that looks for team members to grow with it nike offers a generous total rewards package casual work environment a diverse and inclusive culture and an electric atmosphere for professional development no matter the location or the role every nike employee shares one galvanizing mission to bring inspiration and innovation to every athlete in the world nike inc is committed to employing a diverse workforce qualified applicants will receive consideration without regard to race color religion sex national origin age sexual orientation gender identity gender expression veteran status or disability at nike inc we promise to provide a premium inclusive compelling and authentic candidate experience delivering on this promise means we allow you to be at your best and to do that you need to understand how the hiring process works transparency is key whether its transportation or financial health we continually invest in our employees to help them achieve greatness inside and outside of work all who work here should be able to realize their full potential,4.2,Nike,"Beaverton, OR",10000,1972,Public,Consumer Product Manufacturing,Manufacturing,10000,11-03-2024,City,Beaverton,Oregon,"AWS, Git, Data Warehousing, ETL"
Data Scientist,200000,our company changing the world through digital experiences is what adobes all about we give everyonefrom emerging artists to global brandseverything they need to design and deliver exceptional digital experiences were passionate about empowering people to create beautiful and powerful images videos and apps and transform how companies interact with customers across every screen were on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity we realize that new ideas can come from everywhere in the organization and we know the next big idea could be yours the opportunity as a computer scientist on the fraud team you will be responsible for spearheading the development and execution of an innovative artificial intelligence ai machine learning ml deep learning dl and natural language processing nlp strategy to combat various fraudulent activities including bot attacks account takeover ato incidents phishing schemes theft and product misuse what youll do you will apply your expertise in computational analysis to design sophisticated algorithms that identify patterns of fraud and abuse effectively this role involves researching the latest advancements in ai and ml to maintain the robustness of our fraud detection systems your work will contribute to the development of realtime solutions that protect our users and ensure the integrity of our platform collaborating closely with other data scientists security experts and software engineers you will help shape a secure digital environment this position is a unique opportunity to utilize cuttingedge technology to confront online fraudulent activity what you need to succeed bachelors in computer science data science or a related field masters preferred 710 years of data science experience a minimum of 3 years of experience in developing ai ml dl and nlp algorithms with a particular focus on fraud detection and prevention proven track record of successful implementation of aibased strategies to combat online fraud and abuse deep understanding of online fraud activity including bots atos phishing theft and misuse proficiency in programming languages such as python r java or similar strong problemsolving skills and ability to think critically and innovatively excellent communication and teamwork skills for effective crossfunctional collaboration ability to stay updated with the latest research and trends in ai ml dl nlp and cybersecurity experience with big data technologies and tools such as databricks hadoop spark etc is a plus our compensation reflects the cost of labor across several us geographic markets and we pay differently based on those defined markets the us pay range for this position is 140200 261400 annually pay within this range varies by work location and may also depend on jobrelated knowledge skills and experience your recruiter can share more about the specific salary range for the job location during the hiring process at adobe for sales roles starting salaries are expressed as total target compensation ttc base commission and shortterm incentives are in the form of sales commission plans nonsales roles starting salaries are expressed as base salary and shortterm incentives are in the form of the annual incentive plan aip in addition certain roles may be eligible for longterm incentives in the form of a new hire equity award adobe is proud to be an equal employment opportunity and affirmative action employer we do not discriminate based on gender race or color ethnicity or national origin age disability religion sexual orientation gender identity or expression veteran status or any other applicable characteristics protected by law learn more adobe aims to make adobecom accessible to any and all users if you have a disability or special need that requires accommodation to navigate our website or complete the application process email accommodationsadobecom or call 408 5363015 adobe values a free and open marketplace for all employees and has policies in place to ensure that we do not enter into illegal agreements with other companies to not recruit or hire each others employees,4.4,Adobe,"San Jose, CA",10000,1982,Public,Computer Hardware Development,Information Technology,7500,04-06-2024,City,San Jose,California,"R, SQL, Azure"
Data Scientist,110000,ecs is seeking a data scientistarchitectmodeler to support our client fully remote ecs is currently searching for a fulltime data scientistarchitectmodeler to support one of the most innovative exciting and growing offices at the department of veterans affairs va the data scientist will be helping multichannel technologies mct an arm of the veterans experience office to transform vas ability to serve veterans and deliver worldclass customer experience through improved program data science and analytical capabilities as part of its mission to better understand customer needs and preferences mct is working to standardize reporting and analytics enterprisewide gaining actionable insights to improve the veteran and employee experience the position will include work with contact center telephony and customer relationship management crm systems looking at ways to surface valuable insights making recommendations as it relates to ai automation and nlp we are looking for a selfstarter someone with an entrepreneurial spirit not afraid to take an idea from its inception and turn it into an efficiency building innovative success,4.1,Ecs Federal,Remote,350,2001,Private,Business Consulting,Management & Consulting,3000,06-10-2023,Town,Austin,Texas,"Docker, Power BI, Excel"
Data Scientist,152000,role summary the commercial analytics team at pfizer is looking for a fullstack senior data scientist manager who is passionate about crafting and implementing predictive modeling and statistical analysis to build endtoend solutions and insights that have a direct impact on patients lives and the future of pfizer as a datadriven organization you will be a thought partner to the business understand strategic goals and then use your skills and subject matter expertise to surface impactful insights that drive business decisions and patient benefits with colleagues across the globe our rigorous analytical expertise is relied upon as the compass and decision support for the enterprise our dynamic exciting team of subjectmatter experts comes from diverse backgrounds and experiences including market research data science digital analytics finance and consulting our culture is about getting things done iteratively and rapidly with open feedback and debate along the way we believe data science is a team sport but we strive for independent decisionmaking and taking smart risks the annual base salary for this position ranges from 11390000 to 18970000 in addition this position offers an annual bonus with a target of 175 of the base salary and eligibility to participate in our share based long term incentive program benefits offered include a retirement savings plan paid vacation holiday and personal days paid caregiverparental and medical leave and health benefits to include medical prescription drug dental and vision coverage in accordance with the terms and conditions of the applicable plans pfizer compensation structures and benefit packages are aligned locally the us salary range provided does not apply to the tampa fl or any exus locations marketing and market research,4.1,Pfizer,Remote,10000,1849,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,10000,20-07-2024,Town,San Antonio,Texas,"JavaScript, Python, Data Visualization, Data Warehousing"
Data Scientist,232000,overview are you passionate about data science do you describe yourself as an innovative problem solver looking for an opportunity that will directly impact the customer experience at gopuff come join the gopuff data science team and changethegame gopuff is a highgrowth startup that is revolutionizing hyperlocal instant ecommerce we warehouse and deliver tens of thousands of products to your door super fast as a principal data scientist at gopuff working on the delivery technology team you will lead the vision and delivery of datadriven models to optimize the delivery experience for consumers and delivery partners on our platform across dispatch optimization delivery routingetas driver pricingincentives as well as the delivery partner experience all of that with a direct impact on the delivery experience that is so core to serving our customers immediate needs youll have the opportunity to make a huge impact on the future success of gopuff,2.9,Gopuff,United States,7500,2013,Private,Convenience Stores,Retail & Wholesale,3000,01-09-2024,Town,Dallas,Texas,"Excel, Git, Matplotlib"
Data Scientist,124000,general information all posting locations remote illinois united states of america job function 16 digital date published 06sep2023 ref r74320 base salary range 11020000 13780000 target total cash range 14877000 18603000 target total cash represents this roles annualized cash earning potential at target base salary target bonus target total cash is contingent on targeted company performance achievement and individual attainment of performance goals therefore target total cash is not guaranteed earnings in addition to base salary and bonus this role is eligible for additional compensation in the form of equity,3.5,Kraft Heinz Company,Illinois,10000,2015,Public,Food & Beverage Manufacturing,Manufacturing,10000,17-11-2023,Town,Irving,Texas,"Machine Learning, Python, Azure"
Data Scientist,132000,clinical data scientist this position is fulltime and hybrid will be required to work 12 days per week onsite in wilmington de why dsss data sciences staffing solutions dsss or ds3 is a unit within iqvia that provides our sponsors with fully dedicated resources through a functional service provider fsp partnership this means you get all the benefits of working for an industry leading global cro while operating within a sponsor environment and utilizing sponsor systems these sponsor clients include world class pharmaceutical and biotech companies offering you unique opportunities to influence the future of medicine and advance therapies,4,Iqvia,"Wilmington, DE",10000,2017,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,10000,08-02-2024,City,Wilmington,Delaware,"Deep Learning, R, Natural Language Processing, Data Warehousing"
Data Scientist,168000,what to expect vehicle design for reliability engineering is looking for an exceptional data scientist with experience in physical engineering disciplines mechanical electrical materials to tackle projects in modeling the reliability of new products and technologies in the realworld as a successful candidate you will utilize your data analysis and programming expertise to retrieve analyze model and summarize test and field data to crossfunctional teams to drive key decisions related to teslas vehicle products what youll do own the development of new performance metrics based on fundamental physics of operation for efficiently predicting reliability in test and realworld environments what youll bring,3.6,Tesla,"Fremont, CA",10000,2003,Public,Transportation Equipment Manufacturing,Manufacturing,3000,10-12-2023,City,Fremont,California,"Tableau, Big Data, Power BI, Python"
Data Scientist,158000,changeis inc is an awardwinning 8a certified womanowned small business that provides management consulting and engineering services to the public sector changeis work has resulted in the successful execution of numerous programmatic initiatives development of acquisitionsensitive deliverables and establishment of a variety of longterm innovative strategic priorities for its customers changeis focuses on delivering unparalleled expertise in the areas of strategy and transformation management investment analysis and acquisition management governance and innovation management inc magazine has ranked the management consulting firm changeis inc among the top 1000 firms on its 35th annual inc 5000 the most prestigious ranking of the nations fastestgrowing private companies changeis offers a full benefit package that includes medical dental and vision short and long term disability retirement plan with immediate vesting and company match and a generous annual leave plan,4.5,Changeis,"Arlington, VA",125,2008,Private,Business Consulting,Management & Consulting,3000,16-10-2024,City,Arlington,Virginia,"Statistics, Tableau, Spark"
Data Scientist,106000,work your magic with us ready to explore break barriers and discover more we know youve got big plans so do we our colleagues across the globe love innovating with science and technology to enrich peoples lives with our solutions in healthcare life science and electronics together we dream big and are passionate about caring for our rich mix of people customers patients and planet thats why we are always looking for curious minds that see themselves imagining the unimaginable with us by unlocking the power of data ai for drug discovery aidd has the potential to enable personalized medicine and change patient lives an mventures funded biotech startup is poised to seize the opportunity at the intersection between the healthcare and life science divisions of merck kgaa darmstadt germany our mandate is to think big and reach across teams to leverage the full capabilities of the organization for more than 350 years and across the world we have passionately pursued our curiosity to find novel and vibrant ways of enhancing the lives of others the senior scientist in ai and computational chemistry will be a key role in shaping up the aienabled drug discovery aidd project that aims at the total drug discovery solution from design to delivery you will work closely with other scientists to build the key analysis and prediction modules used in saasbased drug design solution employing the artificial intelligence and machinelearn aiml techniques as well as other algorithmic approaches and work with the reaction automation team to support the link between drugdesign and drugdelivery in this role you will be typically involved in activities such as to be an ideal candidate for this role you should remote flexible burlington ma hybrid preferred 10 we are curious minds that come from a broad range of backgrounds perspectives and life experiences we celebrate all dimensions of diversity and believe that it drives excellence and innovation strengthening our ability to lead in science and technology we are committed to creating access and opportunities for all to develop and grow at your own pace join us in building a culture of inclusion and belonging that impacts millions and empowers everyone to work their magic and champion human progress apply now and become a part of our diverse team if you would like to know more about what diversity equity and inclusion means to us please visit httpswwwemdgroupcomencompanypresspositionshtml,3.9,Milliporesigma,"Burlington, MA",10000,2014,Subsidiary Or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,10000,24-06-2024,City,Burlington,Massachusetts,"Hadoop, JavaScript, PyTorch, Matplotlib"
Data Scientist,158000,the opportunity at unity our trust safety team plays a crucial role in fostering developer confidence in unitys network we prioritize providing safe access to supply and demand along with insights and controls in a privacyfocused world as our new senior data scientist in our ads fraud protection team you will be partnering closely with the trust safety department which focuses on safeguarding our advertisers from invalid activities and ensuring the integrity of the supply you will collaborate with our engineering and product teams to analyze data and build reliable accurate and scalable machine learning models that detect fraudulent traffic among games and developers with an emerging set of products evolving problems and an enthusiastic team committed to growth you will have the opportunity to drive positive change at various levels within the organization and influence the technical direction and team culture,3.4,Unity Technologies,"San Francisco, CA",7500,2005,Public,Computer Hardware Development,Information Technology,3000,16-07-2024,City,San Francisco,California,"Spark, Azure, Git, Data Cleaning"
Data Scientist,107000,were a little different our mission is clear we bring to life a healing ministry through our compassionate care and exceptional service at mercy we believe in careers that match the unique gifts of unique individuals careers that not only make the most of your skills and talents but also your heart join us and discover why modern healthcare magazine named us in its top 100 places to work overview senior data scientist research position can be remote work from home mercy is seeking a senior data scientist to work within a team of other advanced professional data scientists engineers and application developers in the generation extraction and compilation of data to perform creative highquality stateoftheart analyses and evaluations that produce insights support decisionmaking and drive impact within a leading and transforming healthcare organization this position will support mercys efforts to deliver on the vision of personalized predictive and proactive care the candidate should demonstrate expertise with data extraction management analysis with data analytics tools be able deliver outputs on a timeline and lead others in the completion of related work the candidate should be able to effectively document develop and communicate project plans and analytic findings with a variety of technicalnontechnical stakeholders dayone comprehensive health vision and dental coverage pto tuition reimbursement and employermatched retirement funds are just a few of the great benefits offered to eligible coworkers including those working 32 hours or more per pay period at mercy our supportive community will be behind you every step of your day especially the tough ones you will have opportunities to pioneer new models of care and transform the health care experience through advanced technology and innovative procedures were expanding to help our communities grow join us and be a part of it all compassion and professionalism go handinhand with us having a positive outlook and a strong sense of advocacy is in perfect step with our mission and vision were also collaborative and unafraid to do a little extra to deliver excellent care thats just part of our commitment if that sounds like a good fit for you we encourage you to apply,3.5,Mercy,"Chesterfield, MO",10000,1871,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,300,05-03-2024,City,Chesterfield,Missouri,"Power BI, Spark, Machine Learning, TensorFlow"
Data Scientist,97000,job description prescient edge is seeking a junior data scientist to support a federal government client as a junior data scientist you will conduct data analytics data engineering data mining exploratory analysis predictive analysis and statistical analysis and uses scientific techniques to correlate data into graphical written visual and verbal narrative products enabling more informed analytic decisions proactively retrieves information from various sources analyzes it for better understanding about the data set and builds al tools that automate certain processes duties typically include creating various mlbased tools or processes such as recommendation engines or automated lead scoring systems,4.3,Prescient Edge Federal,"Herndon, VA",125,2008,Private,Aerospace & Defense,Aerospace & Defense,3000,08-08-2024,City,Herndon,Virginia,"Hadoop, Statistics, Matplotlib, ETL"
Data Scientist,122000,about graphite a common language for digital health graphite is a software company creating the first comprehensive digital ecosystem for the frictionless exchange of health data this has been tried before but never in this way we are a nonprofit partnering with leading healthcare organizations to achieve the critical mass necessary to align around a de facto industry standard by doing this together we are ensuring this is done for the benefit of all for more information please visit wwwgraphitehealthio job description we are seeking an experienced principal data scientist with a strong background in natural language understanding and machine reasoning the ideal candidate will have a phd in a related field and a proven track record of working on projects that focus on improving machine reasoning the candidate should have experience in utilizing knowledge representations such as knowledge graphs and biomedical ontologies and implementing natural language understanding techniques and developing novel algorithms and models they should also possess excellent communication skills strong analytical and problemsolving abilities and a passion for staying up to date with the latest advancements in natural language understanding and reasoning research,4.3,Graphite,Remote,25,2019,Private,Hr Consulting,Human Resources & Staffing,3000,28-10-2023,Town,Frisco,Texas,"Data Cleaning, Azure, AWS"
Data Scientist,122000,the data scientist is responsible for identifying developing enabling and optimizing radials fraud risk technology to enhance our fraud risk decisioning this includes working with internal and external partners to identify and implement the key fraud risk technologies that enable radial to increase the speed and accuracy of all fraud review decisions the data scientist will work closely with fraud department to optimize and manage the fraud risk decisioning tools for all incoming orders this role is a terrific opportunity to work in the dynamic space of ecommerce fraud to solve complex problems using big data technologies the department uses a wide variety of systems tools and algorithms to evaluate data execute their investigation and develop an efficient analytical workflow including machine learning models velocity detection and behavior analyticsmanage machine learning model life cycle through model audit back testing forward testing benchmarking with the help of performance metrics conduct exploratory data analysis supervised unsupervised and semisupervised machine learning to identify fraud trend segment and clusters and optimization opportunity robotic process automation to reduce the need for manual repeatable processes work closely with technology team for model deployment and monitoring work with the other data scientists and the team executive and stakeholders to help develop the data strategy for client protection to ensure the organization has the proper data to make the right decisions with a priority on data availability in realtime and generating true customerlevel views able to make intelligent fraud decisions leveraging the entirety of our interactions with a customer,2.9,Radial Inc.,Remote,7500,2015,Private,Internet & Web Services,Information Technology,3000,13-05-2024,Town,Fort Worth,Texas,"Data Warehousing, Natural Language Processing, Natural Language Processing, Python"
Data Scientist,140000,leads and executes deep dive diagnostic predictive and prescriptive analytics to support datadriven business decision making mentors and develops junior data scientists and analysts core responsibilities develops complex queries and performs extensive programming to access transform and prepare data for statistical modeling leads and executes deep dive diagnostic predictive and prescriptive analytics to support datadriven business decision making mentors and develops junior data scientists and analysts identifies and diagnoses data inconsistencies and errors documents data assumptions and forages to fill data gaps,3.7,Vanguard,"Philadelphia, PA",10000,1975,Private,Investment & Asset Management,Financial Services,3000,19-04-2024,City,Philadelphia,Pennsylvania,"SQL, Natural Language Processing, Cloud Computing"
Data Scientist,151000,company description since we opened our doors in 2009 the world of commerce has evolved immensely and so has square after enabling anyone to take payments and never miss a sale we saw sellers stymied by disparate outmoded products and tools that wouldnt work together so we expanded into software and started building integrated omnichannel solutions to help sellers sell online manage inventory offer buy now pay later functionality through afterpay book appointments engage loyal buyers and hire and pay staff across it all weve embedded financial services tools at the point of sale so merchants can access a business loan and manage their cash flow in one place afterpay furthers our goal to provide omnichannel tools that unlock meaningful value and growth enabling sellers to capture the next generation shopper increase order sizes and compete at a larger scale today we are a partner to sellers of all sizes large enterprisescale businesses with complex operations sellers just starting as well as merchants who began selling with square and have grown larger over time as our sellers grow so do our solutions there is a massive opportunity in front of us were building a significant meaningful and lasting business and we are helping sellers worldwide do the same,3.7,Afterpay,"Boston, MA",750,2014,Public,Internet & Web Services,Information Technology,7500,01-07-2024,City,Boston,Massachusetts,"ETL, Big Data, Excel, Spark"
Data Scientist,138000,general information career area technology work locations 500 woodward avenue detroit mi 601 s tryon street charlotte nc remote no ref 15934 posted date monday august 7 2023 working time,3.7,Ally Financial,"Charlotte, NC",10000,1919,Public,Banking & Lending,Financial Services,7500,25-10-2023,City,Charlotte,North Carolina,"Data Analysis, Spark, Data Visualization, Azure"
Data Scientist,108000,the ufg enterprise analytics department is focused on delivering strategically impactful results by building analytically based solutions that integrate a wide range of internal and external data assets the ultimate objective of the enterprise analytics organization is to help ufg gain and maintain a competitive advantage in how it underwrites and prices risk and triages and reserves claims ufg is currently hiring for a data scientist who will facilitate the development of analytics solutions in support of ufgs strategic plan this individual will work closely with business units throughout the organization to develop and implement strategies that leverage data to enable enhanced decision making the ideal candidate will possess strong technical and communication skills as well as proven experience in predictive modeling change management and the insurance industry,3.5,Ufg Insurance,"Cedar Rapids, IA",3000,1946,Public,Insurance Carriers,Insurance,3000,18-05-2024,City,Cedar Rapids,Iowa,"Excel, Matplotlib, Power BI"
Data Scientist,122000,data scientistmachine learning scientist location atlanta ga remote till covid19 job description data scientist machine learning scientist machine learning bachelors masters or phd in computer science electrical engineering machine learning statistics or related field minimum of 1 year of relevant industry experience as a data scientist research scientist machine learning engineer etc 2 preferred or proven qualifications handson and theoretical knowledge of various machine learning algorithms and tools eg xgboostlightgbm random forests svms pca tsne kmeans dbscan etc expertise with time series problems is a plus excellent knowledge of python andor r knowledge of spark is a plus what will be your duties effectively utilize appropriate statistical and machine learning models and techniques to solve various business problems collaborate with various departments to identify opportunities for process improvement and developing analytics usecases evaluate accuracy and quality of data sources as well as the designed models stays up to date with the latest models and changes in the technology communicate results to colleagues and business partners,3.9,Adpmn It Solutions,"Atlanta, GA",3000,1992,Unknown,,,3000,12-04-2024,City,Atlanta,Georgia,"Azure, Data Cleaning, Cloud Computing"
Data Scientist,126000,position summary what youll do the principal data scientist in walmart retail intelligence team will drive ai discovery research algorithmic solution design and rapid prototyping targeted to deliver important activations within walmart us this role will be focused on operational and execution decision engines with alignment to unified associate signals and workload optimization supported by retail science associate team they will be responsible for high level mlai conceptualization feature engineering mlai model development and experimentation and pilot testing and iterative model refinement they will work collaboratively with product and tech teams to productionize and scale mlai solutions and establish model monitoring and management processes this role will require partnership with other teams within the walmart e2e fulfillment organization data governance science management retail analytics customer engine foundation the principal data scientist will play a pivotal in deciding how do we develop mlai algorithms at scale that are linked to strategic business choices unified associate signals efficiency of associate operations and delivering the desired associate customer andor financial impact they own the vision on improving efficiency of data science work streams including prototype development cycle time model accuracy model reliability model stability coverage of use cases decisions impact and resources cost savings the above information has been designed to indicate the general nature and level of work performed in the role it is not designed to contain or be interpreted as a comprehensive inventory of all duties responsibilities and qualifications required of employees assigned to this job the full job description can be made available as part of the hiring process imagine working in an environment where one line of code can make life easier for hundreds of millions of people thats what we do at walmart e2e were a team of software engineers data scientists cybersecurity experts and service professionals within the worlds leading retailer who make an epic impact and are at the forefront of the next retail disruption people are why we innovate and people power our innovations we are peopleled and techempowered we train our team in the skillsets of the future and bring in experts like you to help us grow we have roles for those chasing their first opportunity as well as those looking for the opportunity that will define their career here you can kickstart a great career in tech gain new skills and experience for virtually every industry or leverage your expertise to innovate at scale impact millions and reimagine the future of retail our companys success can be attributed to our employees while technology has allowed us to be effective while working remotely there is no substitute for being in the office together it helps to shape our culture collaborate innovate build relationships and move more quickly we strive to provide flexibility to promote a healthy worklife balance but recognize that inperson interactions are important to our culture and shared success well meet in person on a regular and purposeful basis join walmart and your work could help over 275 million global customers live better every week yes we are the fortune 1 company but youll quickly find were a company who wants you to feel comfortable bringing your whole self to work a career at walmart is where the worlds most complex challenges meet a kinder way of life our mission spreads far beyond the walls of our stores join us and youll discover why we are a world leader in diversity and inclusion sustainability and community involvement from day one youll be empowered and equipped to do the best work of your life careerswalmartcom benefits beyond our great compensation package you can receive incentive awards for your performance other great perks include 401k match stock purchase plan paid maternity and parental leave pto multiple health plans and much more walmart inc is an equal opportunity employer by choice we believe we are best equipped to help our associates customers and the communities we serve live better when we really know them that means understanding respecting and valuing diversity unique styles experiences identities ideas and opinions while being inclusive of all people outlined below are the required minimum qualifications for this position if none are listed there are no minimum qualifications option 1 bachelors degree in statistics economics analytics mathematics computer science information technology or related field and 5 years experience in an analytics related field option 2 masters degree in statistics economics analytics mathematics computer science information technology or related field and 3 years experience in an analytics related field option 3 7 years experience in an analytics or related field outlined below are the optional preferred qualifications for this position if none are listed there are no preferred qualifications data science machine learning optimization models phd in machine learning computer science information technology operations research statistics applied mathematics econometrics publications or active peer reviewer in related journals or conference successful completion of one or more assessments in python spark scala or r using open source frameworks for example scikit learn tensorflow torch 702 sw 8th st bentonville ar 72716 united states of america,3.4,Walmart,"Bentonville, AR",10000,1962,Public,General Merchandise & Superstores,Retail & Wholesale,10000,17-05-2024,City,Bentonville,Arkansas,"JavaScript, Python, Big Data, Azure"
